alpha,mu,participation,promote,oppose
0.62,49.0,1.0,0.0,0.06999999999999999
0.62,50.0,1.0,0.0,0.11000000000000001
0.3,4.0,0.68,0.32999999999999996,0.0
0.44,2.0,0.62,0.42000000000000004,0.0
0.64,18.0,1.0,0.0,0.0
0.64,19.0,1.0,0.0,0.0
0.64,20.0,1.0,0.0,0.0
0.64,21.0,1.0,0.0,0.0
0.64,22.0,1.0,0.0,0.0
0.64,23.0,1.0,0.0,0.0
0.64,24.0,1.0,0.0,0.0
0.64,25.0,1.0,0.0,0.0
0.64,26.0,1.0,0.0,0.0
0.64,27.0,1.0,0.0,0.0
0.64,28.0,1.0,0.0,0.0
0.64,29.0,1.0,0.0,0.0
0.64,30.0,1.0,0.0,0.0
0.64,31.0,1.0,0.0,0.08
0.64,32.0,1.0,0.0,0.06000000000000001
0.64,33.0,1.0,0.0,0.17
0.64,34.0,1.0,0.0,0.09
0.64,35.0,1.0,0.0,0.06999999999999999
0.64,36.0,1.0,0.0,0.11000000000000001
0.64,37.0,1.0,0.0,0.12
0.64,38.0,1.0,0.0,0.12000000000000002
0.64,39.0,1.0,0.0,0.09
0.64,40.0,1.0,0.0,0.09
0.64,41.0,1.0,0.0,0.06
0.64,42.0,1.0,0.0,0.11000000000000001
0.64,43.0,1.0,0.0,0.09
0.64,44.0,1.0,0.0,0.08
0.64,45.0,1.0,0.0,0.19
0.64,46.0,1.0,0.0,0.09
0.64,47.0,1.0,0.0,0.09
0.64,48.0,1.0,0.0,0.06000000000000001
0.64,49.0,1.0,0.0,0.09999999999999999
0.64,50.0,1.0,0.0,0.12
0.4,2.0,0.73,0.51,0.0
0.2,6.0,0.8800000000000001,0.21999999999999997,0.0
0.2,7.0,1.0,0.0,0.0
0.2,8.0,1.0,0.0,0.0
0.2,9.0,1.0,0.0,0.0
0.2,10.0,1.0,0.0,0.0
0.2,11.0,1.0,0.0,0.0
0.2,12.0,1.0,0.0,0.0
0.2,13.0,1.0,0.0,0.0
0.2,14.0,1.0,0.0,0.0
0.66,17.0,1.0,0.0,0.0
0.66,18.0,1.0,0.0,0.0
0.66,19.0,1.0,0.0,0.0
0.66,20.0,1.0,0.0,0.0
0.66,21.0,1.0,0.0,0.0
0.66,22.0,1.0,0.0,0.0
0.66,23.0,1.0,0.0,0.0
0.66,24.0,1.0,0.0,0.0
0.66,25.0,1.0,0.0,0.0
0.66,26.0,1.0,0.0,0.0
0.66,27.0,1.0,0.0,0.0
0.66,28.0,1.0,0.0,0.0
0.66,29.0,1.0,0.0,0.0
0.66,30.0,1.0,0.0,0.0
0.66,31.0,1.0,0.0,0.13
0.66,32.0,1.0,0.0,0.09999999999999999
0.66,33.0,1.0,0.0,0.030000000000000006
0.66,34.0,1.0,0.0,0.06999999999999999
0.66,35.0,1.0,0.0,0.12000000000000002
0.66,36.0,1.0,0.0,0.10999999999999999
0.66,37.0,1.0,0.0,0.16
0.66,38.0,1.0,0.0,0.11000000000000001
0.66,39.0,1.0,0.0,0.12
0.66,40.0,1.0,0.0,0.11000000000000001
0.66,41.0,1.0,0.0,0.16000000000000003
0.66,42.0,1.0,0.0,0.13999999999999999
0.66,43.0,1.0,0.0,0.06999999999999999
0.66,44.0,1.0,0.0,0.09999999999999999
0.66,45.0,1.0,0.0,0.11000000000000001
0.66,46.0,1.0,0.0,0.06999999999999999
0.66,47.0,1.0,0.0,0.13
0.66,48.0,1.0,0.0,0.09
0.66,49.0,1.0,0.0,0.06
0.66,50.0,1.0,0.0,0.09
0.52,0.0,0.63,0.43,0.0
0.46,3.0,0.74,0.33999999999999997,0.0
0.18,6.0,0.8300000000000001,0.38999999999999996,0.0
0.18,7.0,1.0,0.0,0.0
0.18,8.0,1.0,0.0,0.0
0.18,9.0,1.0,0.0,0.0
0.18,10.0,1.0,0.0,0.0
0.18,11.0,1.0,0.0,0.0
0.18,12.0,1.0,0.0,0.0
0.18,13.0,1.0,0.0,0.0
0.18,14.0,1.0,0.0,0.0
0.18,15.0,1.0,0.0,0.0
0.68,16.0,1.0,0.0,0.0
0.68,17.0,1.0,0.0,0.0
0.68,18.0,1.0,0.0,0.0
0.68,19.0,1.0,0.0,0.0
0.68,20.0,1.0,0.0,0.0
0.68,21.0,1.0,0.0,0.0
0.68,22.0,1.0,0.0,0.0
0.68,23.0,1.0,0.0,0.0
0.68,24.0,1.0,0.0,0.0
0.68,25.0,1.0,0.0,0.0
0.68,26.0,1.0,0.0,0.0
0.68,27.0,1.0,0.0,0.0
0.68,28.0,1.0,0.0,0.0
0.68,29.0,1.0,0.0,0.0
0.68,30.0,1.0,0.0,0.0
0.68,31.0,1.0,0.0,0.15000000000000002
0.68,32.0,1.0,0.0,0.15999999999999998
0.68,33.0,1.0,0.0,0.10999999999999999
0.68,34.0,1.0,0.0,0.11000000000000001
0.68,35.0,1.0,0.0,0.1
0.68,36.0,1.0,0.0,0.09
0.68,37.0,1.0,0.0,0.06999999999999999
0.68,38.0,1.0,0.0,0.13000000000000003
0.68,39.0,1.0,0.0,0.09999999999999999
0.68,40.0,1.0,0.0,0.09
0.68,41.0,1.0,0.0,0.1
0.68,42.0,1.0,0.0,0.07999999999999999
0.68,43.0,1.0,0.0,0.05
0.68,44.0,1.0,0.0,0.06
0.68,45.0,1.0,0.0,0.12000000000000002
0.68,46.0,1.0,0.0,0.09
0.68,47.0,1.0,0.0,0.05
0.68,48.0,1.0,0.0,0.12
0.68,49.0,1.0,0.0,0.07999999999999999
0.68,50.0,1.0,0.0,0.07999999999999999
0.42,2.0,0.6,0.43,0.0
0.36,3.0,0.6199999999999999,0.45,0.0
0.44,5.0,0.78,0.22999999999999998,0.0
0.54,0.0,0.7,0.36,0.0
0.48,2.0,0.8300000000000001,0.36,0.0
0.56,0.0,0.75,0.30999999999999994,0.0
0.6,0.0,0.7100000000000001,0.37,0.0
0.58,0.0,0.8,0.29000000000000004,0.0
0.42,6.0,0.8,0.31,0.0
0.42,7.0,1.0,0.0,0.0
0.42,8.0,1.0,0.0,0.0
0.42,9.0,1.0,0.0,0.0
0.42,10.0,1.0,0.0,0.0
0.42,11.0,1.0,0.0,0.0
0.42,12.0,1.0,0.0,0.0
0.42,13.0,1.0,0.0,0.0
0.42,14.0,1.0,0.0,0.0
0.42,15.0,1.0,0.0,0.0
0.42,16.0,1.0,0.0,0.0
0.42,17.0,1.0,0.0,0.0
0.42,18.0,1.0,0.0,0.0
0.42,19.0,1.0,0.0,0.0
0.42,20.0,1.0,0.0,0.0
0.42,21.0,1.0,0.0,0.0
0.42,22.0,1.0,0.0,0.0
0.42,23.0,1.0,0.0,0.0
0.42,24.0,1.0,0.0,0.0
0.42,25.0,1.0,0.0,0.0
0.42,26.0,1.0,0.0,0.0
0.42,27.0,1.0,0.0,0.0
0.42,28.0,1.0,0.0,0.0
0.7000000000000001,15.0,1.0,0.0,0.0
0.34,3.0,0.7,0.41999999999999993,0.0
0.7000000000000001,16.0,1.0,0.0,0.0
0.7000000000000001,17.0,1.0,0.0,0.0
0.7000000000000001,18.0,1.0,0.0,0.0
0.7000000000000001,19.0,1.0,0.0,0.0
0.7000000000000001,20.0,1.0,0.0,0.0
0.7000000000000001,21.0,1.0,0.0,0.0
0.7000000000000001,22.0,1.0,0.0,0.0
0.7000000000000001,23.0,1.0,0.0,0.0
0.7000000000000001,24.0,1.0,0.0,0.0
0.7000000000000001,25.0,1.0,0.0,0.0
0.7000000000000001,26.0,1.0,0.0,0.0
0.7000000000000001,27.0,1.0,0.0,0.0
0.7000000000000001,28.0,1.0,0.0,0.0
0.7000000000000001,29.0,1.0,0.0,0.0
0.7000000000000001,30.0,1.0,0.0,0.0
0.7000000000000001,31.0,1.0,0.0,0.13
0.7000000000000001,32.0,1.0,0.0,0.07999999999999999
0.7000000000000001,33.0,1.0,0.0,0.1
0.7000000000000001,34.0,1.0,0.0,0.05
0.7000000000000001,35.0,1.0,0.0,0.13
0.7000000000000001,36.0,1.0,0.0,0.06999999999999999
0.7000000000000001,37.0,1.0,0.0,0.09999999999999999
0.7000000000000001,38.0,1.0,0.0,0.07999999999999999
0.7000000000000001,39.0,1.0,0.0,0.13
0.7000000000000001,40.0,1.0,0.0,0.09
0.7000000000000001,41.0,1.0,0.0,0.08
0.7000000000000001,42.0,1.0,0.0,0.12
0.7000000000000001,43.0,1.0,0.0,0.09
0.7000000000000001,44.0,1.0,0.0,0.12
0.7000000000000001,45.0,1.0,0.0,0.11000000000000001
0.7000000000000001,46.0,1.0,0.0,0.17
0.7000000000000001,47.0,1.0,0.0,0.14
0.7000000000000001,48.0,1.0,0.0,0.09
0.7000000000000001,49.0,1.0,0.0,0.06
0.7000000000000001,50.0,1.0,0.0,0.09999999999999999
0.32,4.0,0.73,0.5,0.0
0.38,3.0,0.7300000000000001,0.41999999999999993,0.0
0.24,6.0,0.8699999999999999,0.25,0.0
0.24,7.0,1.0,0.0,0.0
0.24,8.0,1.0,0.0,0.0
0.24,9.0,1.0,0.0,0.0
0.24,10.0,1.0,0.0,0.0
0.24,11.0,1.0,0.0,0.0
0.24,12.0,1.0,0.0,0.0
0.72,14.0,1.0,0.0,0.0
0.72,15.0,1.0,0.0,0.0
0.72,16.0,1.0,0.0,0.0
0.72,17.0,1.0,0.0,0.0
0.72,18.0,1.0,0.0,0.0
0.72,19.0,1.0,0.0,0.0
0.72,20.0,1.0,0.0,0.0
0.72,21.0,1.0,0.0,0.0
0.72,22.0,1.0,0.0,0.0
0.72,23.0,1.0,0.0,0.0
0.72,24.0,1.0,0.0,0.0
0.5,1.0,0.7099999999999999,0.43,0.0
0.72,25.0,1.0,0.0,0.0
0.72,26.0,1.0,0.0,0.0
0.72,27.0,1.0,0.0,0.0
0.72,28.0,1.0,0.0,0.0
0.72,29.0,1.0,0.0,0.0
0.72,30.0,1.0,0.0,0.0
0.72,31.0,1.0,0.0,0.10999999999999999
0.72,32.0,1.0,0.0,0.11000000000000001
0.28,5.0,0.75,0.34,0.0
0.72,33.0,1.0,0.0,0.06
0.72,34.0,1.0,0.0,0.09000000000000001
0.72,35.0,1.0,0.0,0.1
0.72,36.0,1.0,0.0,0.18
0.72,37.0,1.0,0.0,0.09
0.72,38.0,1.0,0.0,0.06999999999999999
0.72,39.0,1.0,0.0,0.09
0.72,40.0,1.0,0.0,0.13
0.72,41.0,1.0,0.0,0.16
0.72,42.0,1.0,0.0,0.12
0.72,43.0,1.0,0.0,0.08
0.72,44.0,1.0,0.0,0.13000000000000003
0.72,45.0,1.0,0.0,0.09999999999999999
0.72,46.0,1.0,0.0,0.08
0.72,47.0,1.0,0.0,0.14
0.72,48.0,1.0,0.0,0.13999999999999999
0.72,49.0,1.0,0.0,0.13999999999999999
0.72,50.0,1.0,0.0,0.10999999999999999
0.62,0.0,0.74,0.39,0.0
0.26,5.0,0.73,0.27,0.0
0.64,0.0,0.74,0.33999999999999997,0.0
0.22,6.0,0.8799999999999999,0.22999999999999998,0.0
0.22,7.0,1.0,0.0,0.0
0.22,8.0,1.0,0.0,0.0
0.22,9.0,1.0,0.0,0.0
0.22,10.0,1.0,0.0,0.0
0.22,11.0,1.0,0.0,0.0
0.22,12.0,1.0,0.0,0.0
0.22,13.0,1.0,0.0,0.0
0.74,13.0,1.0,0.0,0.0
0.74,14.0,1.0,0.0,0.0
0.74,15.0,1.0,0.0,0.0
0.74,16.0,1.0,0.0,0.0
0.74,17.0,1.0,0.0,0.0
0.74,18.0,1.0,0.0,0.0
0.74,19.0,1.0,0.0,0.0
0.74,20.0,1.0,0.0,0.0
0.74,21.0,1.0,0.0,0.0
0.74,22.0,1.0,0.0,0.0
0.74,23.0,1.0,0.0,0.0
0.74,24.0,1.0,0.0,0.0
0.74,25.0,1.0,0.0,0.0
0.74,26.0,1.0,0.0,0.0
0.74,27.0,1.0,0.0,0.0
0.74,28.0,1.0,0.0,0.0
0.74,29.0,1.0,0.0,0.0
0.74,30.0,1.0,0.0,0.0
0.74,31.0,1.0,0.0,0.12
0.74,32.0,1.0,0.0,0.11000000000000001
0.74,33.0,1.0,0.0,0.09
0.74,34.0,1.0,0.0,0.13
0.74,35.0,1.0,0.0,0.1
0.74,36.0,1.0,0.0,0.11000000000000001
0.74,37.0,1.0,0.0,0.18
0.74,38.0,1.0,0.0,0.07999999999999999
0.74,39.0,1.0,0.0,0.16
0.74,40.0,1.0,0.0,0.06999999999999999
0.74,41.0,1.0,0.0,0.14
0.74,42.0,1.0,0.0,0.12
0.74,43.0,1.0,0.0,0.06
0.74,44.0,1.0,0.0,0.12
0.74,45.0,1.0,0.0,0.08
0.74,46.0,1.0,0.0,0.07
0.74,47.0,1.0,0.0,0.12999999999999998
0.74,48.0,1.0,0.0,0.07999999999999999
0.74,49.0,1.0,0.0,0.1
0.74,50.0,1.0,0.0,0.05
0.3,5.0,0.79,0.42000000000000004,0.0
0.4,3.0,0.74,0.43,0.0
0.66,0.0,0.79,0.36999999999999994,0.0
0.68,0.0,0.7999999999999999,0.17,0.0
0.52,1.0,0.74,0.51,0.0
0.46,4.0,0.8,0.22000000000000003,0.0
0.7000000000000001,0.0,0.7999999999999999,0.29000000000000004,0.0
0.48,3.0,0.7599999999999999,0.31999999999999995,0.0
0.58,1.0,0.75,0.35,0.0
0.44,6.0,0.7900000000000001,0.31,0.0
0.44,7.0,1.0,0.0,0.0
0.44,8.0,1.0,0.0,0.0
0.44,9.0,1.0,0.0,0.0
0.44,10.0,1.0,0.0,0.0
0.44,11.0,1.0,0.0,0.0
0.44,12.0,1.0,0.0,0.0
0.44,13.0,1.0,0.0,0.0
0.44,14.0,1.0,0.0,0.0
0.44,15.0,1.0,0.0,0.0
0.44,16.0,1.0,0.0,0.0
0.44,17.0,1.0,0.0,0.0
0.44,18.0,1.0,0.0,0.0
0.44,19.0,1.0,0.0,0.0
0.44,20.0,1.0,0.0,0.0
0.44,21.0,1.0,0.0,0.0
0.44,22.0,1.0,0.0,0.0
0.44,23.0,1.0,0.0,0.0
0.44,24.0,1.0,0.0,0.0
0.44,25.0,1.0,0.0,0.0
0.44,26.0,1.0,0.0,0.0
0.44,27.0,1.0,0.0,0.0
0.76,12.0,1.0,0.0,0.0
0.76,13.0,1.0,0.0,0.0
0.76,14.0,1.0,0.0,0.0
0.76,15.0,1.0,0.0,0.0
0.76,16.0,1.0,0.0,0.0
0.76,17.0,1.0,0.0,0.0
0.76,18.0,1.0,0.0,0.0
0.76,19.0,1.0,0.0,0.0
0.76,20.0,1.0,0.0,0.0
0.76,21.0,1.0,0.0,0.0
0.76,22.0,1.0,0.0,0.0
0.76,23.0,1.0,0.0,0.0
0.76,24.0,1.0,0.0,0.0
0.76,25.0,1.0,0.0,0.0
0.76,26.0,1.0,0.0,0.0
0.76,27.0,1.0,0.0,0.0
0.76,28.0,1.0,0.0,0.0
0.76,29.0,1.0,0.0,0.0
0.76,30.0,1.0,0.0,0.0
0.76,31.0,1.0,0.0,0.09
0.76,32.0,1.0,0.0,0.09
0.76,33.0,1.0,0.0,0.09000000000000001
0.76,34.0,1.0,0.0,0.11000000000000001
0.76,35.0,1.0,0.0,0.11000000000000001
0.76,36.0,1.0,0.0,0.13000000000000003
0.76,37.0,1.0,0.0,0.11000000000000003
0.76,38.0,1.0,0.0,0.09999999999999999
0.76,39.0,1.0,0.0,0.10999999999999999
0.76,40.0,1.0,0.0,0.11000000000000001
0.76,41.0,1.0,0.0,0.1
0.54,1.0,0.7899999999999999,0.31,0.0
0.76,42.0,1.0,0.0,0.09
0.76,43.0,1.0,0.0,0.04
0.76,44.0,1.0,0.0,0.05
0.76,45.0,1.0,0.0,0.09999999999999999
0.76,46.0,1.0,0.0,0.09999999999999999
0.76,47.0,1.0,0.0,0.04
0.76,48.0,1.0,0.0,0.12
0.76,49.0,1.0,0.0,0.11000000000000001
0.76,50.0,1.0,0.0,0.1
0.6,1.0,0.8700000000000001,0.34,0.0
0.36,4.0,0.74,0.41,0.0
0.56,1.0,0.74,0.4,0.0
0.42,3.0,0.73,0.32,0.0
0.78,11.0,1.0,0.0,0.0
0.78,12.0,1.0,0.0,0.0
0.78,13.0,1.0,0.0,0.0
0.78,14.0,1.0,0.0,0.0
0.78,15.0,1.0,0.0,0.0
0.78,16.0,1.0,0.0,0.0
0.78,17.0,1.0,0.0,0.0
0.78,18.0,1.0,0.0,0.0
0.78,19.0,1.0,0.0,0.0
0.78,20.0,1.0,0.0,0.0
0.78,21.0,1.0,0.0,0.0
0.78,22.0,1.0,0.0,0.0
0.78,23.0,1.0,0.0,0.0
0.78,24.0,1.0,0.0,0.0
0.78,25.0,1.0,0.0,0.0
0.78,26.0,1.0,0.0,0.0
0.78,27.0,1.0,0.0,0.0
0.78,28.0,1.0,0.0,0.0
0.78,29.0,1.0,0.0,0.0
0.78,30.0,1.0,0.0,0.0
0.78,31.0,1.0,0.0,0.12000000000000002
0.78,32.0,1.0,0.0,0.13999999999999999
0.34,4.0,0.7000000000000001,0.35,0.0
0.72,0.0,0.78,0.31,0.0
0.78,33.0,0.96,0.01,0.07999999999999999
0.78,34.0,1.0,0.0,0.07
0.78,35.0,1.0,0.0,0.11000000000000001
0.78,36.0,1.0,0.0,0.16000000000000003
0.78,37.0,1.0,0.0,0.15000000000000002
0.78,38.0,1.0,0.0,0.09
0.78,39.0,1.0,0.0,0.12
0.78,40.0,1.0,0.0,0.1
0.78,41.0,1.0,0.0,0.12
0.78,42.0,1.0,0.0,0.09
0.78,43.0,1.0,0.0,0.06
0.78,44.0,1.0,0.0,0.09
0.78,45.0,1.0,0.0,0.09999999999999999
0.78,46.0,1.0,0.0,0.04
0.78,47.0,1.0,0.0,0.13000000000000003
0.78,48.0,1.0,0.0,0.12
0.78,49.0,1.0,0.0,0.11000000000000001
0.78,50.0,1.0,0.0,0.09
0.32,5.0,0.6799999999999999,0.25000000000000006,0.0
0.38,4.0,0.71,0.38,0.0
0.5,2.0,0.8400000000000001,0.24,0.0
0.74,0.0,0.8,0.22000000000000003,0.0
0.28,6.0,0.8400000000000001,0.18000000000000002,0.0
0.28,7.0,1.0,0.0,0.0
0.28,8.0,1.0,0.0,0.0
0.28,9.0,1.0,0.0,0.0
0.28,10.0,1.0,0.0,0.0
0.8,10.0,1.0,0.0,0.0
0.8,11.0,1.0,0.0,0.0
0.8,12.0,1.0,0.0,0.0
0.8,13.0,1.0,0.0,0.0
0.8,14.0,1.0,0.0,0.0
0.8,15.0,1.0,0.0,0.0
0.8,16.0,1.0,0.0,0.0
0.8,17.0,1.0,0.0,0.0
0.8,18.0,1.0,0.0,0.0
0.8,19.0,1.0,0.0,0.0
0.8,20.0,1.0,0.0,0.0
0.8,21.0,1.0,0.0,0.0
0.8,22.0,1.0,0.0,0.0
0.8,23.0,1.0,0.0,0.0
0.8,24.0,1.0,0.0,0.0
0.8,25.0,1.0,0.0,0.0
0.8,26.0,1.0,0.0,0.0
0.8,27.0,1.0,0.0,0.0
0.8,28.0,1.0,0.0,0.0
0.8,29.0,1.0,0.0,0.0
0.8,30.0,1.0,0.0,0.0
0.8,31.0,1.0,0.0,0.06
0.8,32.0,1.0,0.0,0.07999999999999999
0.8,33.0,1.0,0.0,0.13999999999999999
0.8,34.0,1.0,0.0,0.04
0.8,35.0,1.0,0.0,0.08
0.8,36.0,1.0,0.0,0.12
0.8,37.0,1.0,0.0,0.1
0.8,38.0,1.0,0.0,0.11000000000000003
0.8,39.0,1.0,0.0,0.14
0.8,40.0,1.0,0.0,0.14000000000000004
0.8,41.0,1.0,0.0,0.11000000000000001
0.8,42.0,1.0,0.0,0.08
0.8,43.0,1.0,0.0,0.08
0.8,44.0,1.0,0.0,0.11000000000000001
0.8,45.0,1.0,0.0,0.14
0.8,46.0,1.0,0.0,0.05
0.8,47.0,1.0,0.0,0.08
0.8,48.0,1.0,0.0,0.09999999999999999
0.8,49.0,1.0,0.0,0.07
0.8,50.0,1.0,0.0,0.13999999999999999
0.62,1.0,0.8,0.3,0.0
0.26,6.0,0.79,0.41,0.0
0.26,7.0,1.0,0.0,0.0
0.26,8.0,1.0,0.0,0.0
0.26,9.0,1.0,0.0,0.0
0.26,10.0,1.0,0.0,0.0
0.26,11.0,1.0,0.0,0.0
0.8200000000000001,9.0,1.0,0.0,0.0
0.8200000000000001,10.0,1.0,0.0,0.0
0.8200000000000001,11.0,1.0,0.0,0.0
0.8200000000000001,12.0,1.0,0.0,0.0
0.8200000000000001,13.0,1.0,0.0,0.0
0.8200000000000001,14.0,1.0,0.0,0.0
0.8200000000000001,15.0,1.0,0.0,0.0
0.8200000000000001,16.0,1.0,0.0,0.0
0.8200000000000001,17.0,1.0,0.0,0.0
0.8200000000000001,18.0,1.0,0.0,0.0
0.8200000000000001,19.0,1.0,0.0,0.0
0.8200000000000001,20.0,1.0,0.0,0.0
0.8200000000000001,21.0,1.0,0.0,0.0
0.8200000000000001,22.0,1.0,0.0,0.0
0.8200000000000001,23.0,1.0,0.0,0.0
0.8200000000000001,24.0,1.0,0.0,0.0
0.8200000000000001,25.0,1.0,0.0,0.0
0.8200000000000001,26.0,1.0,0.0,0.0
0.8200000000000001,27.0,1.0,0.0,0.0
0.8200000000000001,28.0,1.0,0.0,0.0
0.8200000000000001,29.0,1.0,0.0,0.0
0.8200000000000001,30.0,1.0,0.0,0.0
0.8200000000000001,31.0,1.0,0.0,0.09999999999999999
0.8200000000000001,32.0,1.0,0.0,0.1
0.8200000000000001,33.0,1.0,0.0,0.08
0.64,1.0,0.8700000000000001,0.23000000000000007,0.0
0.8200000000000001,34.0,0.9400000000000001,0.0,0.12000000000000002
0.8200000000000001,35.0,1.0,0.0,0.09999999999999999
0.8200000000000001,36.0,1.0,0.0,0.12999999999999998
0.8200000000000001,37.0,1.0,0.0,0.06999999999999999
0.8200000000000001,38.0,1.0,0.0,0.11000000000000001
0.8200000000000001,39.0,1.0,0.0,0.11000000000000001
0.8200000000000001,40.0,1.0,0.0,0.12000000000000002
0.8200000000000001,41.0,1.0,0.0,0.07999999999999999
0.8200000000000001,42.0,1.0,0.0,0.09
0.8200000000000001,43.0,1.0,0.0,0.08
0.8200000000000001,44.0,1.0,0.0,0.13
0.8200000000000001,45.0,1.0,0.0,0.12000000000000002
0.8200000000000001,46.0,1.0,0.0,0.10999999999999999
0.8200000000000001,47.0,1.0,0.0,0.07999999999999999
0.8200000000000001,48.0,1.0,0.0,0.08
0.8200000000000001,49.0,1.0,0.0,0.09
0.8200000000000001,50.0,1.0,0.0,0.06999999999999999
0.76,0.0,0.74,0.28,0.0
0.66,1.0,0.85,0.17,0.0
0.3,6.0,0.79,0.21000000000000002,0.0
0.3,7.0,1.0,0.0,0.0
0.3,8.0,1.0,0.0,0.0
0.3,9.0,1.0,0.0,0.0
0.84,8.0,1.0,0.0,0.0
0.84,9.0,1.0,0.0,0.0
0.84,10.0,1.0,0.0,0.0
0.84,11.0,1.0,0.0,0.0
0.84,12.0,1.0,0.0,0.0
0.84,13.0,1.0,0.0,0.0
0.84,14.0,1.0,0.0,0.0
0.84,15.0,1.0,0.0,0.0
0.84,16.0,1.0,0.0,0.0
0.84,17.0,1.0,0.0,0.0
0.84,18.0,1.0,0.0,0.0
0.84,19.0,1.0,0.0,0.0
0.84,20.0,1.0,0.0,0.0
0.84,21.0,1.0,0.0,0.0
0.84,22.0,1.0,0.0,0.0
0.84,23.0,1.0,0.0,0.0
0.84,24.0,1.0,0.0,0.0
0.84,25.0,1.0,0.0,0.0
0.84,26.0,1.0,0.0,0.0
0.84,27.0,1.0,0.0,0.0
0.84,28.0,1.0,0.0,0.0
0.84,29.0,1.0,0.0,0.0
0.84,30.0,1.0,0.0,0.0
0.84,31.0,1.0,0.0,0.09
0.84,32.0,1.0,0.0,0.07
0.84,33.0,1.0,0.0,0.030000000000000006
0.84,34.0,1.0,0.0,0.11000000000000003
0.84,35.0,1.0,0.0,0.1
0.84,36.0,1.0,0.0,0.09
0.84,37.0,1.0,0.0,0.05
0.84,38.0,0.96,0.01,0.15
0.84,39.0,0.97,0.0,0.16999999999999998
0.84,40.0,1.0,0.0,0.12
0.84,41.0,1.0,0.0,0.11000000000000001
0.84,42.0,1.0,0.0,0.08
0.84,43.0,1.0,0.0,0.09
0.84,44.0,1.0,0.0,0.06999999999999999
0.84,45.0,1.0,0.0,0.06
0.84,46.0,1.0,0.0,0.09
0.84,47.0,1.0,0.0,0.06999999999999999
0.84,48.0,1.0,0.0,0.11000000000000001
0.84,49.0,1.0,0.0,0.06999999999999999
0.4,4.0,0.78,0.31,0.0
0.84,50.0,1.0,0.0,0.09
0.86,7.0,1.0,0.0,0.0
0.86,8.0,1.0,0.0,0.0
0.86,9.0,1.0,0.0,0.0
0.86,10.0,1.0,0.0,0.0
0.86,11.0,1.0,0.0,0.0
0.86,12.0,1.0,0.0,0.0
0.86,13.0,1.0,0.0,0.0
0.86,14.0,1.0,0.0,0.0
0.86,15.0,1.0,0.0,0.0
0.86,16.0,1.0,0.0,0.0
0.86,17.0,1.0,0.0,0.0
0.86,18.0,1.0,0.0,0.0
0.86,19.0,1.0,0.0,0.0
0.86,20.0,1.0,0.0,0.0
0.86,21.0,1.0,0.0,0.0
0.86,22.0,1.0,0.0,0.0
0.86,23.0,1.0,0.0,0.0
0.86,24.0,1.0,0.0,0.0
0.86,25.0,1.0,0.0,0.0
0.86,26.0,1.0,0.0,0.0
0.86,27.0,1.0,0.0,0.0
0.86,28.0,1.0,0.0,0.0
0.86,29.0,1.0,0.0,0.0
0.86,30.0,1.0,0.0,0.0
0.86,31.0,0.96,0.02,0.07
0.86,32.0,1.0,0.0,0.06999999999999999
0.86,33.0,1.0,0.0,0.13999999999999999
0.52,2.0,0.8400000000000001,0.27999999999999997,0.0
0.46,5.0,0.82,0.26999999999999996,0.0
0.68,1.0,0.82,0.21000000000000002,0.0
0.7000000000000001,1.0,0.8400000000000001,0.19,0.0
0.58,2.0,0.8700000000000001,0.25000000000000006,0.0
0.6,2.0,0.8300000000000001,0.26,0.0
0.86,34.0,0.9099999999999999,0.09000000000000001,0.26
0.86,35.0,1.0,0.0,0.09
0.86,36.0,1.0,0.0,0.12
0.86,37.0,1.0,0.0,0.06
0.86,38.0,1.0,0.0,0.11000000000000001
0.86,39.0,1.0,0.0,0.10000000000000002
0.86,40.0,1.0,0.0,0.08
0.86,41.0,1.0,0.0,0.07
0.48,4.0,0.8400000000000001,0.2,0.0
0.86,42.0,1.0,0.0,0.06999999999999999
0.86,43.0,1.0,0.0,0.1
0.86,44.0,0.9800000000000001,0.0,0.12
0.86,45.0,1.0,0.0,0.08
0.86,46.0,1.0,0.0,0.15
0.78,0.0,0.7899999999999999,0.31000000000000005,0.0
0.86,47.0,1.0,0.0,0.06999999999999999
0.86,48.0,1.0,0.0,0.1
0.86,49.0,1.0,0.0,0.13
0.86,50.0,1.0,0.0,0.12999999999999998
0.36,5.0,0.76,0.21999999999999997,0.0
0.54,2.0,0.6900000000000001,0.38,0.0
0.56,2.0,0.78,0.29000000000000004,0.0
0.72,1.0,0.7999999999999999,0.29,0.0
0.34,5.0,0.8300000000000001,0.27,0.0
0.8,0.0,0.9200000000000002,0.07999999999999999,0.0
0.32,6.0,0.85,0.36,0.0
0.32,7.0,1.0,0.0,0.0
0.32,8.0,1.0,0.0,0.0
0.38,5.0,0.7899999999999999,0.23000000000000004,0.0
0.5,3.0,0.7700000000000001,0.26,0.0
0.74,1.0,0.85,0.15,0.0
0.62,2.0,0.8300000000000001,0.16999999999999998,0.0
0.8200000000000001,0.0,0.8800000000000001,0.13000000000000003,0.0
0.88,31.0,0.97,0.01,0.11000000000000001
0.84,0.0,0.9100000000000001,0.09,0.0
0.64,2.0,0.7799999999999999,0.24,0.0
0.76,1.0,0.8200000000000001,0.19999999999999998,0.0
0.66,2.0,0.8399999999999999,0.21000000000000002,0.0
